pub_type,authors,year,title,lowercase,includes_bats_in_title,includes_traits_in_title,to_keep,includes_trait_info,directly_available,fully_included_in_another_source,source,publisher,doi,s
Article,"Mark, M; Drake, E; Kerwin, K; Maslo, B",2024,Non-Native Plants Influence Forest Vegetative Structure and the Activity of Eastern Temperate Insectivorous Bats,non native plants influence forest vegetative structure and the activity of eastern temperate insectivorous bats,yes,no,NA,NA,NA,NA,FORESTS,MDPI,NA,auto
journalArticle,"Gonçalves, Fernando; Bovendorp, Ricardo S.; Beca, Gabrielle; Bello, Carolina; Costa-Pereira, Raul; Muylaert, Renata L.; Rodarte, Raisa R.; Villar, Nacho; Souza, Rafael; Graipel, Maurício E.; Cherem, Jorge J.; Faria, Deborah; Baumgarten, Julio; Alvarez, Martín R.; Vieira, Emerson M.; Cáceres, Nilton; Pardini, Renata; Leite, Yuri L. R.; Costa, Leonora P.; Mello, Marco A. R.; Fischer, Erich; Passos, Fernando C.; Varzinczak, Luiz H.; Prevedello, Jayme A.; Cruz-Neto, Ariovaldo P.; Carvalho, Fernando; Percequillo, Alexandre R.; Paviolo, Agustin; Nava, Alessandra; Duarte, José M. B.; de la Sancha, Noé U.; Bernard, Enrico; Morato, Ronaldo G.; Ribeiro, Juliana F.; Becker, Rafael G.; Paise, Gabriela; Tomasi, Paulo S.; Vélez-Garcia, Felipe; Melo, Geruza L.; Sponchiado, Jonas; Cerezer, Felipe; Barros, Marília A. S.; de Souza, Albérico Q. S.; dos Santos, Cinthya C.; Giné, Gastón A. F.; Kerches-Rogeri, Patricia; Weber, Marcelo M.; Ambar, Guilherme; Cabrera-Martinez, Lucía V.; Eriksson, Alan; Silveira, Maurício; Santos, Carolina F.; Alves, Lucas; Barbier, Eder; Rezende, Gabriela C.; Garbino, Guilherme S. T.; Rios, Élson O.; Silva, Adna; Nascimento, Alexandre Túlio A.; de Carvalho, Rodrigo S.; Feijó, Anderson; Arrabal, Juan; Agostini, Ilaria; Lamattina, Daniela; Costa, Sebastian; Vanderhoeven, Ezequiel; de Melo, Fabiano R.; de Oliveira Laroque, Plautino; Jerusalinsky, Leandro; Valença-Montenegro, Mônica M.; Martins, Amely B.; Ludwig, Gabriela; de Azevedo, Renata B.; Anzóategui, Agustin; da Silva, Marina X.; Figuerêdo Duarte Moraes, Marcela; Vogliotti, Alexandre; Gatti, Andressa; Püttker, Thomas; Barros, Camila S.; Martins, Thais K.; Keuroghlian, Alexine; Eaton, Donald P.; Neves, Carolina L.; Nardi, Marcelo S.; Braga, Caryne; Gonçalves, Pablo R.; Srbek-Araujo, Ana Carolina; Mendes, Poliana; de Oliveira, João A.; Soares, Fábio A. M.; Rocha, Patrício A.; Crawshaw Jr., Peter; Ribeiro, Milton C.; Galetti, Mauro",2018,ATLANTIC MAMMAL TRAITS: a data set of morphological traits of mammals in the Atlantic Forest of South America,atlantic mammal traits a data set of morphological traits of mammals in the atlantic forest of south america,no,yes,NA,NA,NA,NA,Ecology,Wiley Online Library,10.1002/ecy.2106,manual
journalArticle,"Myhrvold, Nathan P.; Baldridge, Elita; Chan, Benjamin; Sivam, Dhileep; Freeman, Daniel L.; Ernest, S. K. Morgan",2015,"An amniote life-history database to perform comparative analyses with birds, mammals, and reptiles","an amniote life history database to perform comparative analyses with birds, mammals, and reptiles",no,no,NA,NA,NA,NA,Ecology,Wiley Online Library,10.1890/15-0846R.1,manual
journalArticle,"Gonçalves-Souza, Thiago; Milz, Beatriz; Sanders, Nathan J.; Reich, Peter B.; Maitner, Brian; Chaves, Leonardo S.; Boldorini, Gabriel X.; Ferreira, Natália; Gusmão, Reginaldo A. F.; Perônico, Phamela Bernardes; Teresa, Fabrício B.; Umaña, María Natalia",2024,ZooTraits: An R shiny app for exploring animal trait data for ecological and evolutionary research,zootraits an r shiny app for exploring animal trait data for ecological and evolutionary research,no,yes,NA,NA,NA,NA,Ecology and Evolution,Wiley Online Library,10.1002/ece3.11334,manual
journalArticle,"Tanalgo, Krizler C.; Tabora, John Aries G.; De Oliveira, Hernani Fernandes Magalhães; Haelewaters, Danny; Beranek, Chad T.; Otálora-Ardila, Aída; Bernard, Enrico; Gonçalves, Fernando; Eriksson, Alan; Donnelly, Melissa; González, Joel Monzón; Ramos, Humberto Fernández; Rivas, Alberto Clark; Webala, Paul W.; Deleva, Stanimira; Dalhoumi, Ridha; Maula, Jaycelle; Lizarro, Dennis; Aguirre, Luis F.; Bouillard, Nils; Quibod, Ma. Niña Regina M.; Barros, Jennifer; Turcios-Casco, Manfredo Alejandro; Martínez, Marcio; Ordoñez-Mazier, Diego Iván; Orellana, José Alejandro Soler; Ordoñez-Trejo, Eduardo J.; Ordoñez, Danny; Chornelia, Ada; Lu, Jian Mei; Xing, Chen; Baniya, Sanjeev; Muylaert, Renata L.; Dias-Silva, Leonardo Henrique; Ruadreo, Nittaya; Hughes, Alice Catherine",2022,"DarkCideS 1.0, a global database for bats in karsts and caves","darkcides 1.0, a global database for bats in karsts and caves",yes,no,NA,NA,NA,NA,Scientific Data,DOI.org (Crossref),10.1038/s41597-022-01234-4,manual
journalArticle,"Soria, Carmen D.; Pacifici, Michela; Di Marco, Moreno; Stephen, Sarah M.; Rondinini, Carlo",2021,COMBINE: a coalesced mammal database of intrinsic and extrinsic traits,combine a coalesced mammal database of intrinsic and extrinsic traits,no,yes,NA,NA,NA,NA,Ecology,DOI.org (Crossref),10.1002/ecy.3344,manual
journalArticle,"Herberstein, Marie E.; McLean, Donald James; Lowe, Elizabeth; Wolff, Jonas O.; Khan, Md Kawsar; Smith, Kaitlyn; Allen, Andrew P.; Bulbert, Matthew; Buzatto, Bruno A.; Eldridge, Mark D. B.; Falster, Daniel; Fernandez Winzer, Laura; Griffith, Simon C.; Madin, Joshua S.; Narendra, Ajay; Westoby, Mark; Whiting, Martin J.; Wright, Ian J.; Carthey, Alexandra J. R.",2022,"AnimalTraits - a curated animal trait database for body mass, metabolic rate and brain size","animaltraits a curated animal trait database for body mass, metabolic rate and brain size",no,yes,NA,NA,NA,NA,Scientific Data,PubMed Central,10.1038/s41597-022-01364-9,manual
journalArticle,"Hudson, Lawrence N.; Newbold, Tim; Contu, Sara; Hill, Samantha L. L.; Lysenko, Igor; De Palma, Adriana; Phillips, Helen R. P.; Alhusseini, Tamera I.; Bedford, Felicity E.; Bennett, Dominic J.; Booth, Hollie; Burton, Victoria J.; Chng, Charlotte W. T.; Choimes, Argyrios; Correia, David L. P.; Day, Julie; Echeverría-Londoño, Susy; Emerson, Susan R.; Gao, Di; Garon, Morgan; Harrison, Michelle L. K.; Ingram, Daniel J.; Jung, Martin; Kemp, Victoria; Kirkpatrick, Lucinda; Martin, Callum D.; Pan, Yuan; Pask-Hale, Gwilym D.; Pynegar, Edwin L.; Robinson, Alexandra N.; Sanchez-Ortiz, Katia; Senior, Rebecca A.; Simmons, Benno I.; White, Hannah J.; Zhang, Hanbin; Aben, Job; Abrahamczyk, Stefan; Adum, Gilbert B.; Aguilar-Barquero, Virginia; Aizen, Marcelo A.; Albertos, Belén; Alcala, E. L.; del Mar Alguacil, Maria; Alignier, Audrey; Ancrenaz, Marc; Andersen, Alan N.; Arbeláez-Cortés, Enrique; Armbrecht, Inge; Arroyo-Rodríguez, Víctor; Aumann, Tom; Axmacher, Jan C.; Azhar, Badrul; Azpiroz, Adrián B.; Baeten, Lander; Bakayoko, Adama; Báldi, András; Banks, John E.; Baral, Sharad K.; Barlow, Jos; Barratt, Barbara I. P.; Barrico, Lurdes; Bartolommei, Paola; Barton, Diane M.; Basset, Yves; Batáry, Péter; Bates, Adam J.; Baur, Bruno; Bayne, Erin M.; Beja, Pedro; Benedick, Suzan; Berg, Åke; Bernard, Henry; Berry, Nicholas J.; Bhatt, Dinesh; Bicknell, Jake E.; Bihn, Jochen H.; Blake, Robin J.; Bobo, Kadiri S.; Bóçon, Roberto; Boekhout, Teun; Böhning-Gaese, Katrin; Bonham, Kevin J.; Borges, Paulo A. V.; Borges, Sérgio H.; Boutin, Céline; Bouyer, Jérémy; Bragagnolo, Cibele; Brandt, Jodi S.; Brearley, Francis Q.; Brito, Isabel; Bros, Vicenç; Brunet, Jörg; Buczkowski, Grzegorz; Buddle, Christopher M.; Bugter, Rob; Buscardo, Erika; Buse, Jörn; Cabra-García, Jimmy; Cáceres, Nilton C.; Cagle, Nicolette L.; Calviño-Cancela, María; Cameron, Sydney A.; Cancello, Eliana M.; Caparrós, Rut; Cardoso, Pedro; Carpenter, Dan; Carrijo, Tiago F.; Carvalho, Anelena L.; Cassano, Camila R.; Castro, Helena; Castro-Luna, Alejandro A.; Rolando, Cerda B.; Cerezo, Alexis; Chapman, Kim Alan; Chauvat, Matthieu; Christensen, Morten; Clarke, Francis M.; Cleary, Daniel F.R.; Colombo, Giorgio; Connop, Stuart P.; Craig, Michael D.; Cruz-López, Leopoldo; Cunningham, Saul A.; D'Aniello, Biagio; D'Cruze, Neil; da Silva, Pedro Giovâni; Dallimer, Martin; Danquah, Emmanuel; Darvill, Ben; Dauber, Jens; Davis, Adrian L. V.; Dawson, Jeff; de Sassi, Claudio; de Thoisy, Benoit; Deheuvels, Olivier; Dejean, Alain; Devineau, Jean-Louis; Diekötter, Tim; Dolia, Jignasu V.; Domínguez, Erwin; Dominguez-Haydar, Yamileth; Dorn, Silvia; Draper, Isabel; Dreber, Niels; Dumont, Bertrand; Dures, Simon G.; Dynesius, Mats; Edenius, Lars; Eggleton, Paul; Eigenbrod, Felix; Elek, Zoltán; Entling, Martin H.; Esler, Karen J.; de Lima, Ricardo F.; Faruk, Aisyah; Farwig, Nina; Fayle, Tom M.; Felicioli, Antonio; Felton, Annika M.; Fensham, Roderick J.; Fernandez, Ignacio C.; Ferreira, Catarina C.; Ficetola, Gentile F.; Fiera, Cristina; Filgueiras, Bruno K. C.; Fırıncıoğlu, Hüseyin K.; Flaspohler, David; Floren, Andreas; Fonte, Steven J.; Fournier, Anne; Fowler, Robert E.; Franzén, Markus; Fraser, Lauchlan H.; Fredriksson, Gabriella M.; Freire Jr, Geraldo B.; Frizzo, Tiago L. M.; Fukuda, Daisuke; Furlani, Dario; Gaigher, René; Ganzhorn, Jörg U.; García, Karla P.; Garcia-R, Juan C.; Garden, Jenni G.; Garilleti, Ricardo; Ge, Bao-Ming; Gendreau-Berthiaume, Benoit; Gerard, Philippa J.; Gheler-Costa, Carla; Gilbert, Benjamin; Giordani, Paolo; Giordano, Simonetta; Golodets, Carly; Gomes, Laurens G. L.; Gould, Rachelle K.; Goulson, Dave; Gove, Aaron D.; Granjon, Laurent; Grass, Ingo; Gray, Claudia L.; Grogan, James; Gu, Weibin; Guardiola, Moisès; Gunawardene, Nihara R.; Gutierrez, Alvaro G.; Gutiérrez-Lamus, Doris L.; Haarmeyer, Daniela H.; Hanley, Mick E.; Hanson, Thor; Hashim, Nor R.; Hassan, Shombe N.; Hatfield, Richard G.; Hawes, Joseph E.; Hayward, Matt W.; Hébert, Christian; Helden, Alvin J.; Henden, John-André; Henschel, Philipp; Hernández, Lionel; Herrera, James P.; Herrmann, Farina; Herzog, Felix; Higuera-Diaz, Diego; Hilje, Branko; Höfer, Hubert; Hoffmann, Anke; Horgan, Finbarr G.; Hornung, Elisabeth; Horváth, Roland; Hylander, Kristoffer; Isaacs-Cubides, Paola; Ishida, Hiroaki; Ishitani, Masahiro; Jacobs, Carmen T.; Jaramillo, Víctor J.; Jauker, Birgit; Hernández, F. Jiménez; Johnson, McKenzie F.; Jolli, Virat; Jonsell, Mats; Juliani, S. Nur; Jung, Thomas S.; Kapoor, Vena; Kappes, Heike; Kati, Vassiliki; Katovai, Eric; Kellner, Klaus; Kessler, Michael; Kirby, Kathryn R.; Kittle, Andrew M.; Knight, Mairi E.; Knop, Eva; Kohler, Florian; Koivula, Matti; Kolb, Annette; Kone, Mouhamadou; Kőrösi, Ádám; Krauss, Jochen; Kumar, Ajith; Kumar, Raman; Kurz, David J.; Kutt, Alex S.; Lachat, Thibault; Lantschner, Victoria; Lara, Francisco; Lasky, Jesse R.; Latta, Steven C.; Laurance, William F.; Lavelle, Patrick; Le Féon, Violette; LeBuhn, Gretchen; Légaré, Jean-Philippe; Lehouck, Valérie; Lencinas, María V.; Lentini, Pia E.; Letcher, Susan G.; Li, Qi; Litchwark, Simon A.; Littlewood, Nick A.; Liu, Yunhui; Lo-Man-Hung, Nancy; López-Quintero, Carlos A.; Louhaichi, Mounir; Lövei, Gabor L.; Lucas-Borja, Manuel Esteban; Luja, Victor H.; Luskin, Matthew S.; MacSwiney G, M Cristina; Maeto, Kaoru; Magura, Tibor; Mallari, Neil Aldrin; Malone, Louise A.; Malonza, Patrick K.; Malumbres-Olarte, Jagoba; Mandujano, Salvador; Måren, Inger E.; Marin-Spiotta, Erika; Marsh, Charles J.; Marshall, E. J. P.; Martínez, Eliana; Martínez Pastur, Guillermo; Moreno Mateos, David; Mayfield, Margaret M.; Mazimpaka, Vicente; McCarthy, Jennifer L.; McCarthy, Kyle P.; McFrederick, Quinn S.; McNamara, Sean; Medina, Nagore G.; Medina, Rafael; Mena, Jose L.; Mico, Estefania; Mikusinski, Grzegorz; Milder, Jeffrey C.; Miller, James R.; Miranda-Esquivel, Daniel R.; Moir, Melinda L.; Morales, Carolina L.; Muchane, Mary N.; Muchane, Muchai; Mudri-Stojnic, Sonja; Munira, A. Nur; Muoñz-Alonso, Antonio; Munyekenye, B. F.; Naidoo, Robin; Naithani, A.; Nakagawa, Michiko; Nakamura, Akihiro; Nakashima, Yoshihiro; Naoe, Shoji; Nates-Parra, Guiomar; Navarrete Gutierrez, Dario A.; Navarro-Iriarte, Luis; Ndang'ang'a, Paul K.; Neuschulz, Eike L.; Ngai, Jacqueline T.; Nicolas, Violaine; Nilsson, Sven G.; Noreika, Norbertas; Norfolk, Olivia; Noriega, Jorge Ari; Norton, David A.; Nöske, Nicole M.; Nowakowski, A. Justin; Numa, Catherine; O'Dea, Niall; O'Farrell, Patrick J.; Oduro, William; Oertli, Sabine; Ofori-Boateng, Caleb; Oke, Christopher Omamoke; Oostra, Vicencio; Osgathorpe, Lynne M.; Otavo, Samuel Eduardo; Page, Navendu V.; Paritsis, Juan; Parra-H, Alejandro; Parry, Luke; Pe'er, Guy; Pearman, Peter B.; Pelegrin, Nicolás; Pélissier, Raphaël; Peres, Carlos A.; Peri, Pablo L.; Persson, Anna S.; Petanidou, Theodora; Peters, Marcell K.; Pethiyagoda, Rohan S.; Phalan, Ben; Philips, T. Keith; Pillsbury, Finn C.; Pincheira-Ulbrich, Jimmy; Pineda, Eduardo; Pino, Joan; Pizarro-Araya, Jaime; Plumptre, A. J.; Poggio, Santiago L.; Politi, Natalia; Pons, Pere; Poveda, Katja; Power, Eileen F.; Presley, Steven J.; Proença, Vânia; Quaranta, Marino; Quintero, Carolina; Rader, Romina; Ramesh, B. R.; Ramirez-Pinilla, Martha P.; Ranganathan, Jai; Rasmussen, Claus; Redpath-Downing, Nicola A.; Reid, J. Leighton; Reis, Yana T.; Rey Benayas, José M.; Rey-Velasco, Juan Carlos; Reynolds, Chevonne; Ribeiro, Danilo Bandini; Richards, Miriam H.; Richardson, Barbara A.; Richardson, Michael J.; Ríos, Rodrigo Macip; Robinson, Richard; Robles, Carolina A.; Römbke, Jörg; Romero-Duque, Luz Piedad; Rös, Matthias; Rosselli, Loreta; Rossiter, Stephen J.; Roth, Dana S.; Roulston, T'ai H.; Rousseau, Laurent; Rubio, André V.; Ruel, Jean-Claude; Sadler, Jonathan P.; Sáfián, Szabolcs; Saldaña-Vázquez, Romeo A.; Sam, Katerina; Samnegård, Ulrika; Santana, Joana; Santos, Xavier; Savage, Jade; Schellhorn, Nancy A.; Schilthuizen, Menno; Schmiedel, Ute; Schmitt, Christine B.; Schon, Nicole L.; Schüepp, Christof; Schumann, Katharina; Schweiger, Oliver; Scott, Dawn M.; Scott, Kenneth A.; Sedlock, Jodi L.; Seefeldt, Steven S.; Shahabuddin, Ghazala; Shannon, Graeme; Sheil, Douglas; Sheldon, Frederick H.; Shochat, Eyal; Siebert, Stefan J.; Silva, Fernando A. B.; Simonetti, Javier A.; Slade, Eleanor M.; Smith, Jo; Smith-Pardo, Allan H.; Sodhi, Navjot S.; Somarriba, Eduardo J.; Sosa, Ramón A.; Soto Quiroga, Grimaldo; St-Laurent, Martin-Hugues; Starzomski, Brian M.; Stefanescu, Constanti; Steffan-Dewenter, Ingolf; Stouffer, Philip C.; Stout, Jane C.; Strauch, Ayron M.; Struebig, Matthew J.; Su, Zhimin; Suarez-Rubio, Marcela; Sugiura, Shinji; Summerville, Keith S.; Sung, Yik-Hei; Sutrisno, Hari; Svenning, Jens-Christian; Teder, Tiit; Threlfall, Caragh G.; Tiitsaar, Anu; Todd, Jacqui H.; Tonietto, Rebecca K.; Torre, Ignasi; Tóthmérész, Béla; Tscharntke, Teja; Turner, Edgar C.; Tylianakis, Jason M.; Uehara-Prado, Marcio; Urbina-Cardona, Nicolas; Vallan, Denis; Vanbergen, Adam J.; Vasconcelos, Heraldo L.; Vassilev, Kiril; Verboven, Hans A. F.; Verdasca, Maria João; Verdú, José R.; Vergara, Carlos H.; Vergara, Pablo M.; Verhulst, Jort; Virgilio, Massimiliano; Vu, Lien Van; Waite, Edward M.; Walker, Tony R.; Wang, Hua-Feng; Wang, Yanping; Watling, James I.; Weller, Britta; Wells, Konstans; Westphal, Catrin; Wiafe, Edward D.; Williams, Christopher D.; Willig, Michael R.; Woinarski, John C. Z.; Wolf, Jan H. D.; Wolters, Volkmar; Woodcock, Ben A.; Wu, Jihua; Wunderle Jr, Joseph M.; Yamaura, Yuichi; Yoshikura, Satoko; Yu, Douglas W.; Zaitsev, Andrey S.; Zeidler, Juliane; Zou, Fasheng; Collen, Ben; Ewers, Rob M.; Mace, Georgina M.; Purves, Drew W.; Scharlemann, Jörn P. W.; Purvis, Andy",2017,The database of the PREDICTS (Projecting Responses of Ecological Diversity In Changing Terrestrial Systems) project,the database of the predicts (projecting responses of ecological diversity in changing terrestrial systems) project,no,no,NA,NA,NA,NA,Ecology and Evolution,Wiley Online Library,10.1002/ece3.2579,manual
journalArticle,"Faurby, Søren; Davis, Matt; Pedersen, Rasmus Ø.; Schowanek, Simon D.; Antonelli1, Alexandre; Svenning, Jens‐Christian",2018,"<span style=""font-variant:small-caps;"">PHYLACINE</span> 1.2: The Phylogenetic Atlas of Mammal Macroecology","<span style=""font variant small caps "">phylacine</span> 1.2 the phylogenetic atlas of mammal macroecology",no,no,NA,NA,NA,NA,Ecology,DOI.org (Crossref),10.1002/ecy.2443,manual
journalArticle,"Wilman, Hamish; Belmaker, Jonathan; Simpson, Jennifer; de la Rosa, Carolina; Rivadeneira, Marcelo M.; Jetz, Walter",2014,EltonTraits 1.0: Species-level foraging attributes of the world's birds and mammals,eltontraits 1.0 species level foraging attributes of the world s birds and mammals,no,yes,NA,NA,NA,NA,Ecology,Wiley Online Library,10.1890/13-1917.1,manual
journalArticle,"Van De Vuurst, Paige; Díaz, M. Mónica; Rodríguez-San Pedro, Annia; Allendes, Juan Luis; Brown, Natalie; Gutiérrez, Juan David; Zarza, Heliot; De Oliveira, Stefan V.; Cárdenas-Canales, Elsa; Barquez, Rubén M.; Escobar, Luis E.",2022,A database of common vampire bat reports,a database of common vampire bat reports,yes,no,NA,NA,NA,NA,Scientific Data,DOI.org (Crossref),10.1038/s41597-022-01140-9,manual
journalArticle,"Chen, Lihong; Liu, Bo; Yang, Jian; Jin, Qi",2014,DBatVir: the database of bat-associated viruses,dbatvir the database of bat associated viruses,yes,no,NA,NA,NA,NA,Database,Silverchair,10.1093/database/bau021,manual
journalArticle,"Noguera-Urbano, Elkin A.; Escalante, Tania",2014,Geographic data for Neotropical bats (Chiroptera),geographic data for neotropical bats (chiroptera),yes,no,NA,NA,NA,NA,Revista de Biología Tropical,SciELO,NA,manual
journalArticle,"Santini, L.; Mendez Angarita, V. Y.; Karoulis, C.; Fundarò, D.; Pranzini, N.; Vivaldi, C.; Zhang, T.; Zampetti, A.; Gargano, S. J.; Mirante, D.; Paltrinieri, L.",2024,TetraDENSITY 2.0—A Database of Population Density Estimates in Tetrapods,tetradensity 2.0 a database of population density estimates in tetrapods,no,no,NA,NA,NA,NA,Global Ecology and Biogeography,Wiley Online Library,10.1111/geb.13929,manual
journalArticle,"Zamora-Gutierrez, Veronica; Ortega, Jorge; Avila-Flores, Rafael; Aguilar-Rodríguez, Pedro Adrián; Alarcón-Montano, Martín; Avila-Torresagatón, Luis Gerardo; Ayala-Berdón, Jorge; Bolívar-Cimé, Beatriz; Briones-Salas, Miguel; Chan-Noh, Martha; Chávez-Cauich, Manuel; Chávez, Cuauhtémoc; Cortés-Calva, Patricia; Cruzado, Juan; Cuevas, Jesús Carlo; Del Real-Monroy, Melina; Elizalde-Arellano, Cynthia; García-Luis, Margarita; García-Morales, Rodrigo; Guerrero, José Antonio; Guevara-Carrizales, Aldo A.; Gutiérrez, Edgar G.; Hernández-Mijangos, Luis Arturo; Ibarra-López, Martha Pilar; Iñiguez-Dávalos, Luis Ignacio; León-Madrazo, Rafael; López-González, Celia; López-Téllez, M. Concepción; López-Vidal, Juan Carlos; Martínez-Balvanera, Santiago; Montiel-Reyes, Fernando; Murrieta-Galindo, Rene; Orozco-Lugo, Carmen Lorena; Pech-Canché, Juan M.; Pérez-Pérez, Lucio; Ramírez-Martínez, María Magdalena; Rizo-Aguilar, Areli; Robredo-Esquivelzeta, Everardo; Rodas-Martínez, Alba Z.; Rojo-Cruz, Marcial Alejandro; Selem-Salas, Celia Isela; Uribe-Bencomo, Elena; Vargas-Contreras, Jorge A.; MacSwiney G., M. Cristina",2020,The Sonozotz project: Assembling an echolocation call library for bats in a megadiverse country,the sonozotz project assembling an echolocation call library for bats in a megadiverse country,yes,no,NA,NA,NA,NA,Ecology and Evolution,Wiley Online Library,10.1002/ece3.6245,manual
journalArticle,"Zapata-Mesa, Natalya; Montoya-Bustamante, Sebastián; Hoyos, Juliana; Peña, Daniela; Galindo-González, Jorge; Chacón-Pacheco, Julio J.; Ballesteros-Correa, Jesús; Pastrana-Montiel, Maria Raquel; Graciolli, Gustavo; Nogueira, Marcelo R.; Mello, Marco A. R.",2024,BatFly: A database of Neotropical bat–fly interactions,batfly a database of neotropical bat fly interactions,yes,no,NA,NA,NA,NA,Ecology,Wiley Online Library,10.1002/ecy.4249,manual
journalArticle,"Görföl, Tamás; Huang, Joe Chun-Chia; Csorba, Gábor; Győrössy, Dorottya; Estók, Péter; Kingston, Tigga; Szabadi, Kriszta Lilla; McArthur, Ellen; Senawi, Juliana; Furey, Neil M.; Tu, Vuong Tan; Thong, Vu Dinh; Khan, Faisal Ali Anwarali; Jinggong, Emy Ritta; Donnelly, Melissa; Kumaran, Jayaraj Vijaya; Liu, Jian-Nan; Chen, Shiang-Fan; Tuanmu, Mao-Ning; Ho, Ying-Yi; Chang, Heng-Chia; Elias, Nurul-Ain; Abdullah, Nur-Izzati; Lim, Lee-Sim; Squire, C. Daniel; Zsebők, Sándor",2022,ChiroVox: a public library of bat calls,chirovox a public library of bat calls,yes,no,NA,NA,NA,NA,PeerJ,pmc.ncbi.nlm.nih.gov,10.7717/peerj.12445,manual
journalArticle,"Teeling, Emma C.; Vernes, Sonja C.; Dávalos, Liliana M.; Ray, David A.; Gilbert, M. Thomas P.; Myers, Eugene; Bat1K Consortium",2018,"Bat Biology, Genomes, and the Bat1K Project: To Generate Chromosome-Level Genomes for All Living Bat Species","bat biology, genomes, and the bat1k project to generate chromosome level genomes for all living bat species",yes,no,NA,NA,NA,NA,Annual Review of Animal Biosciences,PubMed,10.1146/annurev-animal-022516-022811,manual
journalArticle,"Carlson, Colin J.; Gibb, Rory J.; Albery, Gregory F.; Brierley, Liam; Connor, Ryan P.; Dallas, Tad A.; Eskew, Evan A.; Fagre, Anna C.; Farrell, Maxwell J.; Frank, Hannah K.; Muylaert, Renata L.; Poisot, Timothée; Rasmussen, Angela L.; Ryan, Sadie J.; Seifert, Stephanie N.",2022,The Global Virome in One Network (VIRION): an Atlas of Vertebrate-Virus Associations,the global virome in one network (virion) an atlas of vertebrate virus associations,no,no,NA,NA,NA,NA,mBio,journals.asm.org (Atypon),10.1128/mbio.02985-21,manual
journalArticle,"Salguero-Gómez, Roberto; Jones, Owen R.; Archer, C. Ruth; Bein, Christoph; de Buhr, Hendrik; Farack, Claudia; Gottschalk, Fränce; Hartmann, Alexander; Henning, Anne; Hoppe, Gabriel; Römer, Gesa; Ruoff, Tara; Sommer, Veronika; Wille, Julia; Voigt, Jakob; Zeh, Stefan; Vieregg, Dirk; Buckley, Yvonne M.; Che-Castaldo, Judy; Hodgson, David; Scheuerlein, Alexander; Caswell, Hal; Vaupel, James W.",2016,COMADRE: a global data base of animal demography,comadre a global data base of animal demography,no,no,NA,NA,NA,NA,Journal of Animal Ecology,Wiley Online Library,10.1111/1365-2656.12482,manual
journalArticle,"Rojas, Danny; Moreira, Matthew; Ramos Pereira, Maria João; Fonseca, Carlos; Dávalos, Liliana M.",2018,Updated distribution maps for neotropical bats in the superfamily Noctilionoidea,updated distribution maps for neotropical bats in the superfamily noctilionoidea,yes,no,NA,NA,NA,NA,Ecology,Wiley Online Library,10.1002/ecy.2404,manual
journalArticle,"Kelt, Douglas A.; Van Vuren, Dirk H.",2015,Home ranges of Recent mammals,home ranges of recent mammals,no,no,NA,NA,NA,NA,Ecology,Wiley Online Library,10.1890/14-2264.1,manual
journalArticle,"Muylaert, Renata d. L.; Stevens, Richard D.; Esbérard, Carlos E. L.; Mello, Marco A. R.; Garbino, Guilherme S. T.; Varzinczak, Luiz H.; Faria, Deborah; Weber, Marcelo d. M.; Kerches Rogeri, Patricia; Regolin, André L.; Oliveira, Hernani F. M. d.; Costa, Luciana d. M.; Barros, Marília A. S.; Sabino-Santos Jr, Gilberto; Crepaldi de Morais, Mara Ariane; Kavagutti, Vinicius S.; Passos, Fernando C.; Marjakangas, Emma-Liina; Maia, Felipe G. M.; Ribeiro, Milton C.; Galetti, Mauro",2017,ATLANTIC BATS: a data set of bat communities from the Atlantic Forests of South America,atlantic bats a data set of bat communities from the atlantic forests of south america,yes,no,NA,NA,NA,NA,Ecology,Wiley Online Library,10.1002/ecy.2007,manual
journalArticle,"Florez-Montero, Guillermo L.; Muylaert, Renata L.; Nogueira, Marcelo R.; Geiselman, Cullen; Santana, Sharlene E.; Stevens, Richard D.; Tschapka, Marco; Rodrigues, Francisco A.; Mello, Marco A. R.",2022,NeoBat Interactions: A data set of bat-plant interactions in the Neotropics,neobat interactions a data set of bat plant interactions in the neotropics,yes,no,NA,NA,NA,NA,Ecology,PubMed,10.1002/ecy.3640,manual
