pub_type,authors,year,title,lowercase,includes_bats_in_title,includes_traits_in_title,to_keep,includes_trait_info,directly_available,fully_included_in_another_source,source,publisher,doi,s
journalArticle,"ter Hofstede, Hannah M.; Ratcliffe, John M.",2016,Evolutionary escalation: the bat–moth arms race,evolutionary escalation the bat moth arms race,yes,no,NA,NA,NA,NA,Journal of Experimental Biology,Silverchair,10.1242/jeb.086686,auto
preprint,"Decker, Sydney K.; Provost, Kaiya L.; Carstens, Bryan C.",2024,Bats of a feather: Range characteristics and wing morphology predict phylogeographic breaks in volant vertebrates,bats of a feather range characteristics and wing morphology predict phylogeographic breaks in volant vertebrates,yes,no,NA,NA,NA,NA,NA,bioRxiv,10.1101/2024.02.11.579809,auto
journalArticle,"Brualla, Nicolas L M; Wilson, Laura A B; Tu, Vuong Tan; Nojiri, Taro; Carter, Richard T; Ngamprasertwong, Thongchai; Wannaprasert, Thanakul; Doube, Michael; Fukui, Dai; Koyabu, Daisuke",2024,Comparative anatomy of the vocal apparatus in bats and implications for the diversity of laryngeal echolocation,comparative anatomy of the vocal apparatus in bats and implications for the diversity of laryngeal echolocation,yes,no,NA,NA,NA,NA,Zoological Journal of the Linnean Society,Silverchair,10.1093/zoolinnean/zlad180,auto
journalArticle,"Chaverri, Gloriana; Vonhof, Maarten J.",2011,Reproduction and growth in a Neotropical insectivorous bat,reproduction and growth in a neotropical insectivorous bat,yes,no,NA,NA,NA,NA,Acta Chiropterologica,IngentaConnect,10.3161/150811011X578697,auto
journalArticle,"Ospina-Garcés, Sandra Milena; De Luna, Efraín; Herrera M., L. Gerardo; Flores-Martínez, José Juan",2016,Cranial shape and diet variation in Myotis species (Chiroptera: Vespertilionidae): testing the relationship between form and function,cranial shape and diet variation in myotis species (chiroptera vespertilionidae) testing the relationship between form and function,no,no,NA,NA,NA,NA,Acta Chiropterologica,IngentaConnect,10.3161/15081109ACC2016.18.1.007,auto
journalArticle,"Jacobs, David S.; Bastian, Anna",2018,High Duty Cycle Echolocation May Constrain the Evolution of Diversity within Horseshoe Bats (Family: Rhinolophidae),high duty cycle echolocation may constrain the evolution of diversity within horseshoe bats (family rhinolophidae),yes,no,NA,NA,NA,NA,Diversity,www.mdpi.com,10.3390/d10030085,auto
journalArticle,"Bogdanowicz, W.",1992,Phenetic relationships among bats of the family Rhinolophidae,phenetic relationships among bats of the family rhinolophidae,yes,no,NA,NA,NA,NA,Acta Theriologica,rcin.org.pl,10.4098/AT.arch.92-22,auto
journalArticle,"Mellado, Breno; Carneiro, Lucas de O; Nogueira, Marcelo R; Herrera M, L Gerardo; Cruz-Neto, Ariovaldo P; Monteiro, Leandro R",2024,"Developmental instability, body mass, and reproduction predict immunological response in short-tailed bats","developmental instability, body mass, and reproduction predict immunological response in short tailed bats",yes,no,NA,NA,NA,NA,Current Zoology,Silverchair,10.1093/cz/zoae034,auto
journalArticle,"Clare, Elizabeth L.; Lim, Burton K.",2023,Interpretation and application of bat diversity and phylogeny,interpretation and application of bat diversity and phylogeny,yes,no,NA,NA,NA,NA,Canadian Journal of Zoology,cdnsciencepub.com (Atypon),10.1139/cjz-2022-0103,auto
journalArticle,"Simmons, Nancy B.; Seymour, Kevin L.; Habersetzer, Jörg; Gunnell, Gregg F.",2008,Primitive Early Eocene bat from Wyoming and the evolution of flight and echolocation,primitive early eocene bat from wyoming and the evolution of flight and echolocation,yes,no,NA,NA,NA,NA,Nature,www.nature.com,10.1038/nature06549,auto
journalArticle,"Boughman, Janette Wenrick",2006,"Selection on social traits in greater spear-nosed bats, Phyllostomus hastatus","selection on social traits in greater spear nosed bats, phyllostomus hastatus",yes,yes,NA,NA,NA,NA,Behavioral Ecology and Sociobiology,Springer Link,10.1007/s00265-006-0220-2,auto
journalArticle,"Pontes, Cristina Adriane de Souza; Machado, Isabel Cristina; Domingos-Melo, Arthur",2024,Floral morphology and pollen placement strategies of bat-pollinated flowers: a comparative analysis within a guild of chiropterophilous plants in a neotropical dry forest,floral morphology and pollen placement strategies of bat pollinated flowers a comparative analysis within a guild of chiropterophilous plants in a neotropical dry forest,yes,no,NA,NA,NA,NA,Revista Chilena de Historia Natural,Springer Link,10.1186/s40693-024-00133-9,auto
journalArticle,"Festa, Francesca; Ancillotto, Leonardo; Santini, Luca; Pacifici, Michela; Rocha, Ricardo; Toshkova, Nia; Amorim, Francisco; Benítez-López, Ana; Domer, Adi; Hamidović, Daniela; Kramer-Schadt, Stephanie; Mathews, Fiona; Radchuk, Viktoriia; Rebelo, Hugo; Ruczynski, Ireneusz; Solem, Estelle; Tsoar, Asaf; Russo, Danilo; Razgour, Orly",2023,Bat responses to climate change: a systematic review,bat responses to climate change a systematic review,yes,no,NA,NA,NA,NA,Biological Reviews,Wiley Online Library,10.1111/brv.12893,auto
journalArticle,"Reardon, Shannon; Schoeman, M. Corrie",2017,"Species richness, functional diversity and assemblage structure of insectivorous bats along an elevational gradient in tropical West Africa","species richness, functional diversity and assemblage structure of insectivorous bats along an elevational gradient in tropical west africa",yes,no,NA,NA,NA,NA,Acta Chiropterologica,IngentaConnect,10.3161/15081109ACC2017.19.2.005,auto
journalArticle,"Muñoz-Romo, Mariana; Vilar, Emmanuel Messias; Dewynter, Maël; Lim, Burton K.; Page, Rachel A.",2022,"Revealing hidden sexually dimorphic male traits in the little white-shouldered bat, Ametrida centurio Gray 1847 (Chiroptera: Phyllostomidae)","revealing hidden sexually dimorphic male traits in the little white shouldered bat, ametrida centurio gray 1847 (chiroptera phyllostomidae)",yes,yes,NA,NA,NA,NA,Mammalian Biology,Springer Link,10.1007/s42991-022-00227-5,auto
journalArticle,"García-Herrera, Leidy Viviana; Ramírez-Fráncel, Leidy Azucena; Guevara, Giovany; Reinoso-Flórez, Gladys; Sánchez-Hernández, Alfonso; Lim, Burton K.; Losada-Prado, Sergio",2021,"Foraging strategies, craniodental traits, and interaction in the bite force of Neotropical frugivorous bats (Phyllostomidae: Stenodermatinae)","foraging strategies, craniodental traits, and interaction in the bite force of neotropical frugivorous bats (phyllostomidae stenodermatinae)",yes,yes,NA,NA,NA,NA,Ecology and Evolution,Wiley Online Library,10.1002/ece3.8014,auto
journalArticle,"Moyers Arévalo, Reyna Leticia; Amador, Lucila I.; Almeida, Francisca C.; Giannini, Norberto P.",2020,Evolution of Body Mass in Bats: Insights from a Large Supermatrix Phylogeny,evolution of body mass in bats insights from a large supermatrix phylogeny,yes,no,NA,NA,NA,NA,Journal of Mammalian Evolution,Springer Link,10.1007/s10914-018-9447-8,auto
journalArticle,"Schnitzler, Hans-Ulrich; Moss, Cynthia F.; Denzinger, Annette",2003,From spatial orientation to food acquisition in echolocating bats,from spatial orientation to food acquisition in echolocating bats,yes,no,NA,NA,NA,NA,Trends in Ecology & Evolution,www.cell.com,10.1016/S0169-5347(03)00185-X,auto
journalArticle,"Sánchez, Mariano S.; Carrizo, Luz V.",2021,Forelimb Bone Morphology and its Association with Foraging Ecology in Four Families of Neotropical Bats,forelimb bone morphology and its association with foraging ecology in four families of neotropical bats,yes,no,NA,NA,NA,NA,Journal of Mammalian Evolution,Springer Link,10.1007/s10914-020-09526-5,auto
journalArticle,"Kalko, Elisabeth K. V.; Herre, Edward Allen; Handley Jr, Charles O.",1996,Relation of fig fruit characteristics to fruit-eating bats in the New and Old World tropics,relation of fig fruit characteristics to fruit eating bats in the new and old world tropics,yes,no,NA,NA,NA,NA,Journal of Biogeography,Wiley Online Library,10.1111/j.1365-2699.1996.tb00018.x,auto
journalArticle,"Lim, Burton K.; Dunlop, Jennifer M.",2008,Evolutionary Patterns of Morphology and Behavior as Inferred from a Molecular Phylogeny of New World Emballonurid Bats (Tribe Diclidurini),evolutionary patterns of morphology and behavior as inferred from a molecular phylogeny of new world emballonurid bats (tribe diclidurini),yes,no,NA,NA,NA,NA,Journal of Mammalian Evolution,Springer Link,10.1007/s10914-007-9068-0,auto
journalArticle,"Muscarella, Robert; Fleming, Theodore H.",2007,The Role of Frugivorous Bats in Tropical Forest Succession,the role of frugivorous bats in tropical forest succession,yes,no,NA,NA,NA,NA,Biological Reviews,Wiley Online Library,10.1111/j.1469-185X.2007.00026.x,auto
journalArticle,"Santana, Sharlene E.; Strait, Suzanne; Dumont, Elizabeth R.",2011,The better to eat you with: functional correlates of tooth structure in bats,the better to eat you with functional correlates of tooth structure in bats,yes,no,NA,NA,NA,NA,Functional Ecology,Wiley Online Library,10.1111/j.1365-2435.2011.01832.x,auto
journalArticle,"Luo, Bo; Leiser-Miller, Leith; Santana, Sharlene E.; Zhang, Lin; Liu, Tong; Xiao, Yanhong; Liu, Ying; Feng, Jiang",2019,Echolocation call divergence in bats: a comparative analysis,echolocation call divergence in bats a comparative analysis,yes,no,NA,NA,NA,NA,Behavioral Ecology and Sociobiology,Springer Link,10.1007/s00265-019-2766-9,auto
journalArticle,"Herrel, Anthony; De Smet, Ann; Aguirre, Luis F.; Aerts, Peter",2008,Morphological and mechanical determinants of bite force in bats: do muscles matter?,morphological and mechanical determinants of bite force in bats do muscles matter?,yes,no,NA,NA,NA,NA,Journal of Experimental Biology,Silverchair,10.1242/jeb.012211,auto
journalArticle,"Canals, Mauricio; Atala, Cristian; Olivares, Ricardo; Guajardo, Francisco; Figueroa, Daniela P.; Sabat, Pablo; Rosenmann, Mario",2005,"Functional and structural optimization of the respiratory system of the bat Tadarida brasiliensis (Chiroptera, Molossidae): does airway geometry matter?","functional and structural optimization of the respiratory system of the bat tadarida brasiliensis (chiroptera, molossidae) does airway geometry matter?",yes,no,NA,NA,NA,NA,Journal of Experimental Biology,Silverchair,10.1242/jeb.01817,auto
journalArticle,"Santana, Sharlene E.",2016,Quantifying the effect of gape and morphology on bite force: biomechanical modelling and in vivo measurements in bats,quantifying the effect of gape and morphology on bite force biomechanical modelling and in vivo measurements in bats,yes,no,NA,NA,NA,NA,Functional Ecology,Wiley Online Library,10.1111/1365-2435.12522,auto
journalArticle,"Jones, Gareth",1999,Scaling of echolocation call parameters in bats,scaling of echolocation call parameters in bats,yes,no,NA,NA,NA,NA,Journal of Experimental Biology,Silverchair,10.1242/jeb.202.23.3359,auto
journalArticle,"Byamungu, Robert Modest; Schleuning, Matthias; Ferger, Stefan W.; Helbig-Bonitz, Maria; Hemp, Andreas; Neu, Alexander; Vogeler, Anna; Böhning-Gaese, Katrin; Tschapka, Marco; Albrecht, Jörg",2021,Abiotic and biotic drivers of functional diversity and functional composition of bird and bat assemblages along a tropical elevation gradient,abiotic and biotic drivers of functional diversity and functional composition of bird and bat assemblages along a tropical elevation gradient,yes,no,NA,NA,NA,NA,Diversity and Distributions,Wiley Online Library,10.1111/ddi.13403,auto
journalArticle,"Andrianiaina, Angelo; Andry, Santino; Gentles, Anecia; Guth, Sarah; Héraud, Jean-Michel; Ranaivoson, Hafaliana Christian; Ravelomanantsoa, Ny Anjara Fifi; Treuer, Timothy; Brook, Cara E",2022,"Reproduction, seasonal morphology, and juvenile growth in three Malagasy fruit bats","reproduction, seasonal morphology, and juvenile growth in three malagasy fruit bats",yes,no,NA,NA,NA,NA,Journal of Mammalogy,Silverchair,10.1093/jmammal/gyac072,auto
journalArticle,"Schoeman, M. Corrie; Jacobs, David S.",2008,The Relative Influence of Competition and Prey Defenses on the Phenotypic Structure of Insectivorous Bat Ensembles in Southern Africa,the relative influence of competition and prey defenses on the phenotypic structure of insectivorous bat ensembles in southern africa,yes,no,NA,NA,NA,NA,PLOS ONE,PLoS Journals,10.1371/journal.pone.0003715,auto
journalArticle,"Dávalos, Liliana M.; Cirranello, Andrea L.; Geisler, Jonathan H.; Simmons, Nancy B.",2012,Understanding phylogenetic incongruence: lessons from phyllostomid bats,understanding phylogenetic incongruence lessons from phyllostomid bats,yes,no,NA,NA,NA,NA,Biological Reviews,Wiley Online Library,10.1111/j.1469-185X.2012.00240.x,auto
journalArticle,"Dechmann, Dina K. N; Safi, Kamran",2009,Comparative studies of brain evolution: a critical insight from the Chiroptera,comparative studies of brain evolution a critical insight from the chiroptera,no,no,NA,NA,NA,NA,Biological Reviews,Wiley Online Library,10.1111/j.1469-185X.2008.00067.x,auto
journalArticle,"Süess, Tobias; Kerth, Gerald",2024,Long-term patterns of forearm asymmetry in females of three syntopic bat species and its effects on individual fitness,long term patterns of forearm asymmetry in females of three syntopic bat species and its effects on individual fitness,yes,no,NA,NA,NA,NA,Scientific Reports,www.nature.com,10.1038/s41598-024-80130-w,auto
journalArticle,"López-Aguirre, Camilo; Hand, Suzanne J.; Koyabu, Daisuke; Tu, Vuong Tan; Wilson, Laura A. B.",2021,Phylogeny and foraging behaviour shape modular morphological variation in bat humeri,phylogeny and foraging behaviour shape modular morphological variation in bat humeri,yes,no,NA,NA,NA,NA,Journal of Anatomy,Wiley Online Library,10.1111/joa.13380,auto
journalArticle,"Stawski, C.; Willis, C. K. R.; Geiser, F.",2014,The importance of temporal heterothermy in bats,the importance of temporal heterothermy in bats,yes,no,NA,NA,NA,NA,Journal of Zoology,Wiley Online Library,10.1111/jzo.12105,auto
journalArticle,"Curtis, Abigail A.; Santana, Sharlene E.",2018,Jaw-Dropping: Functional Variation in the Digastric Muscle in Bats,jaw dropping functional variation in the digastric muscle in bats,yes,no,NA,NA,NA,NA,The Anatomical Record,Wiley Online Library,10.1002/ar.23720,auto
journalArticle,"Wilkinson, Gerald S.; Adams, Danielle M.",2019,Recurrent evolution of extreme longevity in bats,recurrent evolution of extreme longevity in bats,yes,no,NA,NA,NA,NA,Biology Letters,royalsocietypublishing.org (Atypon),10.1098/rsbl.2018.0860,auto
journalArticle,"Han, Barbara A.; Schmidt, John Paul; Alexander, Laura W.; Bowden, Sarah E.; Hayman, David T. S.; Drake, John M.",2016,Undiscovered Bat Hosts of Filoviruses,undiscovered bat hosts of filoviruses,yes,no,NA,NA,NA,NA,PLOS Neglected Tropical Diseases,PLoS Journals,10.1371/journal.pntd.0004815,auto
journalArticle,"Jones, Gareth; Holderied, Marc W",2007,Bat echolocation calls: adaptation and convergent evolution,bat echolocation calls adaptation and convergent evolution,yes,no,NA,NA,NA,NA,Proceedings of the Royal Society B: Biological Sciences,royalsocietypublishing.org (Atypon),10.1098/rspb.2006.0200,auto
journalArticle,"Santana, Sharlene E.; Dumont, Elizabeth R.; Davis, Julian L.",2010,Mechanics of bite force production and its relationship to diet in bats,mechanics of bite force production and its relationship to diet in bats,yes,no,NA,NA,NA,NA,Functional Ecology,Wiley Online Library,10.1111/j.1365-2435.2010.01703.x,auto
bookSection,"Teeling, Emma C.; Jones, Gareth; Rossiter, Stephen J.",2016,"Phylogeny, Genes, and Hearing: Implications for the Evolution of Echolocation in Bats","phylogeny, genes, and hearing implications for the evolution of echolocation in bats",yes,no,NA,NA,NA,NA,Bat Bioacoustics,Springer Link,NA,auto
journalArticle,"González-Gutiérrez, Kevin; Castaño, John Harold; Pérez-Torres, Jairo; Mosquera-Mosquera, Hilda Rocio",2022,Structure and roles in pollination networks between phyllostomid bats and flowers: a systematic review for the Americas,structure and roles in pollination networks between phyllostomid bats and flowers a systematic review for the americas,yes,no,NA,NA,NA,NA,Mammalian Biology,Springer Link,10.1007/s42991-021-00202-6,auto
journalArticle,"Bahlman, Joseph W.; Price-Waldman, Rosalyn M.; Lippe, Hannah W.; Breuer, Kenneth S.; Swartz, Sharon M.",2016,Simplifying a wing: diversity and functional consequences of digital joint reduction in bat wings,simplifying a wing diversity and functional consequences of digital joint reduction in bat wings,yes,no,NA,NA,NA,NA,Journal of Anatomy,Wiley Online Library,10.1111/joa.12457,auto
journalArticle,"Silva, D. C.; Oliveira, H. F. M.; Domingos, F. M. C. B.",2024,Cerrado bat community assembly is determined by both present-day and historical factors,cerrado bat community assembly is determined by both present day and historical factors,yes,no,NA,NA,NA,NA,Journal of Biogeography,Wiley Online Library,10.1111/jbi.14798,auto
bookSection,"Dick, Carl W.; Patterson, Bruce D.",2006,Bat flies: Obligate ectoparasites of bats,bat flies obligate ectoparasites of bats,yes,no,NA,NA,NA,NA,Micromammals and Macroparasites: From Evolutionary Ecology to Management,Springer Link,NA,auto
journalArticle,"Murillo-García, Oscar E.; De la vega, Maria E.",2018,"Divergence, Convergence and Phenotypic Diversity of Neotropical Frugivorous Bats","divergence, convergence and phenotypic diversity of neotropical frugivorous bats",yes,no,NA,NA,NA,NA,Diversity,www.mdpi.com,10.3390/d10030100,auto
journalArticle,"Thaxter, Chris B.; Buchanan, Graeme M.; Carr, Jamie; Butchart, Stuart H. M.; Newbold, Tim; Green, Rhys E.; Tobias, Joseph A.; Foden, Wendy B.; O'Brien, Sue; Pearce-Higgins, James W.",2017,Bird and bat species' global vulnerability to collision mortality at wind farms revealed through a trait-based assessment,bird and bat species global vulnerability to collision mortality at wind farms revealed through a trait based assessment,yes,yes,NA,NA,NA,NA,Proceedings of the Royal Society B: Biological Sciences,royalsocietypublishing.org (Atypon),10.1098/rspb.2017.0829,auto
journalArticle,"Bolzan, Dayana P.; Pessôa, Leila M.; Peracchi, Adriano L.; Strauss, Richard E.",2015,"Allometric patterns and evolution in Neotropical nectar-feeding bats (Chiroptera, Phyllostomidae)","allometric patterns and evolution in neotropical nectar feeding bats (chiroptera, phyllostomidae)",yes,no,NA,NA,NA,NA,Acta Chiropterologica,IngentaConnect,10.3161/15081109ACC2015.17.1.005,auto
journalArticle,"Monadjem, A; Conenna, I; Taylor, P J; Schoeman, M C",2018,Species richness patterns and functional traits of the bat fauna of arid southern Africa,species richness patterns and functional traits of the bat fauna of arid southern africa,yes,yes,NA,NA,NA,NA,NA,Zotero,NA,auto
journalArticle,"Aguirre, L. F.; Herrel, A.; Van Damme, R.; MatThysen, E.",2003,The implications of food hardness for diet in bats,the implications of food hardness for diet in bats,yes,no,NA,NA,NA,NA,Functional Ecology,Wiley Online Library,10.1046/j.1365-2435.2003.00721.x,auto
journalArticle,"Gilley, Delaney",2022,Evolution of Cranial Morphology and the Functional Consequences of Echolocation in Bats,evolution of cranial morphology and the functional consequences of echolocation in bats,yes,no,NA,NA,NA,NA,NA,jewlscholar.mtsu.edu,NA,auto
journalArticle,"Carvalho, William Douglas; Mustin, Karen; Farneda, Fábio Z.; de Castro, Isaí Jorge; Hilário, Renato R.; Martins, Ana Carolina Moreira; Miguel, João D.; da SilvaXavier, Bruna; de Toledo, José Júlio",2021,"Taxonomic, functional and phylogenetic bat diversity decrease from more to less complex natural habitats in the Amazon","taxonomic, functional and phylogenetic bat diversity decrease from more to less complex natural habitats in the amazon",yes,no,NA,NA,NA,NA,Oecologia,Springer Link,10.1007/s00442-021-05009-3,auto
journalArticle,"Usui, Kaoru; Yamamoto, Tomoki; Khannoon, Eraqi R.; Tokita, Masayoshi",2024,Musculoskeletal morphogenesis supports the convergent evolution of bat laryngeal echolocation,musculoskeletal morphogenesis supports the convergent evolution of bat laryngeal echolocation,yes,no,NA,NA,NA,NA,Proceedings of the Royal Society B: Biological Sciences,royalsocietypublishing.org (Atypon),10.1098/rspb.2023.2196,auto
journalArticle,"Louzada, Nathália Siqueira Veríssimo; Tavares, William Corrêa",2025,"Beyond head and wings: Unveiling influence of diet, body size, and phylogeny on the evolution of the femur in phyllostomid bats","beyond head and wings unveiling influence of diet, body size, and phylogeny on the evolution of the femur in phyllostomid bats",yes,no,NA,NA,NA,NA,The Anatomical Record,Wiley Online Library,10.1002/ar.25551,auto
journalArticle,"Hodgkison, Robert; Ayasse, Manfred; Häberlein, Christopher; Schulz, Stefan; Zubaid, Akbar; Mustapha, Wan Aida W.; Kunz, Thomas H.; Kalko, Elisabeth K. V.",2013,Fruit bats and bat fruits: the evolution of fruit scent in relation to the foraging behaviour of bats in the New and Old World tropics,fruit bats and bat fruits the evolution of fruit scent in relation to the foraging behaviour of bats in the new and old world tropics,yes,no,NA,NA,NA,NA,Functional Ecology,Wiley Online Library,10.1111/1365-2435.12101,auto
bookSection,"Baker, Robert J.; Bininda-Emonds, Olaf R. P.; Mantilla-Meluk, Hugo; Porter, Calvin A.; Van Den Bussche, Ronald A.",2012,Molecular time scale of diversification of feeding strategy and morphology in New World Leaf-Nosed Bats (Phyllostomidae): a phylogenetic perspective,molecular time scale of diversification of feeding strategy and morphology in new world leaf nosed bats (phyllostomidae) a phylogenetic perspective,yes,no,NA,NA,NA,NA,"Evolutionary History of Bats: Fossils, Molecules and Morphology",Cambridge University Press,NA,auto
journalArticle,"Novaes, Roberto Leonan M; Cláudio, Vinícius C; Wilson, Don E; Weber, Marcelo M; Weksler, Marcelo; Moratelli, Ricardo",2024,Integrative taxonomy and evolutionary history reveal cryptic diversity in Myotis riparius (Chiroptera: Vespertilionidae),integrative taxonomy and evolutionary history reveal cryptic diversity in myotis riparius (chiroptera vespertilionidae),no,no,NA,NA,NA,NA,Biological Journal of the Linnean Society,Silverchair,10.1093/biolinnean/blad123,auto
journalArticle,"Krüger, F.; Clare, E. L.; Greif, S.; Siemers, B. M.; Symondson, W. O. C.; Sommer, R. S.",2014,An integrative approach to detect subtle trophic niche differentiation in the sympatric trawling bat species yotis dasycneme and yotis daubentonii,an integrative approach to detect subtle trophic niche differentiation in the sympatric trawling bat species yotis dasycneme and yotis daubentonii,yes,no,NA,NA,NA,NA,Molecular Ecology,Wiley Online Library,10.1111/mec.12512,auto
journalArticle,"Moratelli, Ricardo; Oliveira, João Alves de",2011,Morphometric and morphological variation in South American populations of Myotis albescens (Chiroptera: Vespertilionidae),morphometric and morphological variation in south american populations of myotis albescens (chiroptera vespertilionidae),no,no,NA,NA,NA,NA,Zoologia (Curitiba),SciELO,https://doi.org/10.1590/S1984-46702011000600013,auto
journalArticle,"Maluleke, Tinyiko; Jacobs, David S.; Winker, Henning",2017,Environmental correlates of geographic divergence in a phenotypic trait: A case study using bat echolocation,environmental correlates of geographic divergence in a phenotypic trait a case study using bat echolocation,yes,yes,NA,NA,NA,NA,Ecology and Evolution,Wiley Online Library,10.1002/ece3.3251,auto
journalArticle,"Page, Rachel A.; von Merten, Sophie; Siemers, Björn M.",2012,Associative memory or algorithmic search: a comparative study on learning strategies of bats and shrews,associative memory or algorithmic search a comparative study on learning strategies of bats and shrews,yes,no,NA,NA,NA,NA,Animal Cognition,Springer Link,10.1007/s10071-012-0474-1,auto
journalArticle,"Clare, Elizabeth L.; Adams, Amanda M.; Maya-Simões, Aline Z.; Eger, Judith L.; Hebert, Paul DN; Fenton, M. Brock",2013,"Diversification and reproductive isolation: cryptic species in the only New World high-duty cycle bat, Pteronotus parnellii","diversification and reproductive isolation cryptic species in the only new world high duty cycle bat, pteronotus parnellii",yes,no,NA,NA,NA,NA,BMC Evolutionary Biology,Springer Link,10.1186/1471-2148-13-26,auto
journalArticle,"Kalko, Elisabeth K. V.; Estrada Villegas, Sergio; Schmidt, Michael; Wegmann, Martin; Meyer, Christoph F. J.",2008,Flying high—assessing the use of the aerosphere by bats,flying high assessing the use of the aerosphere by bats,yes,no,NA,NA,NA,NA,Integrative and Comparative Biology,Silverchair,10.1093/icb/icn030,auto
bookSection,"Olival, Kevin J.; Weekley, Cristin C.; Daszak, Peter",2015,Are Bats Really “Special” as Viral Reservoirs? What We Know and Need to Know,are bats really “special” as viral reservoirs? what we know and need to know,yes,no,NA,NA,NA,NA,Bats and Viruses,Wiley Online Library,NA,auto
bookSection,"Krutzsch, Philip H.",2000,"4 - Anatomy, Physiology and Cyclicity of the Male Reproductive Tract","4 anatomy, physiology and cyclicity of the male reproductive tract",no,no,NA,NA,NA,NA,Reproductive Biology of Bats,ScienceDirect,NA,auto
journalArticle,"Hurtado-Materon, María A.; Murillo-García, Oscar E.",2023,An integrative approach to understanding diversity patterns and assemblage rules in Neotropical bats,an integrative approach to understanding diversity patterns and assemblage rules in neotropical bats,yes,no,NA,NA,NA,NA,Scientific Reports,www.nature.com,10.1038/s41598-023-35100-z,auto
journalArticle,"Morales, Ariadna E; Burbrink, Frank T; Segall, Marion; Meza, Maria; Munegowda, Chetan; Webala, Paul W; Patterson, Bruce D; Thong, Vu Dinh; Ruedi, Manuel; Hiller, Michael; Simmons, Nancy B",2024,Distinct Genes with Similar Functions Underlie Convergent Evolution in Myotis Bat Ecomorphs,distinct genes with similar functions underlie convergent evolution in myotis bat ecomorphs,yes,no,NA,NA,NA,NA,Molecular Biology and Evolution,Silverchair,10.1093/molbev/msae165,auto
journalArticle,"Villalobos, Fabricio; Arita, Héctor T.",2014,Morphological diversity at different spatial scales in a Neotropical bat assemblage,morphological diversity at different spatial scales in a neotropical bat assemblage,yes,no,NA,NA,NA,NA,Oecologia,Springer Link,10.1007/s00442-014-3039-y,auto
journalArticle,"Huang, Guangping; Liu, Xing; Huang, Xin; Gao, Chuang; Wang, Zhilin; Li, Junxia; Wei, Xiaocui; Yu, Wen-Hua; Wu, Yi; Liu, Ying; Feng, Jiang; Li, Yang; Wei, Fuwen",2024,Adaptive evolution of traits for parasitism and pathogen transmission potential in bat flies,adaptive evolution of traits for parasitism and pathogen transmission potential in bat flies,yes,yes,NA,NA,NA,NA,National Science Review,Silverchair,10.1093/nsr/nwae245,auto
journalArticle,"Rubalcaba, Juan G.; Gouveia, Sidney F.; Villalobos, Fabricio; Cruz-Neto, Ariovaldo P.; Castro, Mario G.; Amado, Talita F.; Martinez, Pablo A.; Navas, Carlos A.; Dobrovolski, Ricardo; Diniz-Filho, José Alexandre Felizola; Olalla-Tárraga, Miguel Á.",2022,Physical constraints on thermoregulation and flight drive morphological evolution in bats,physical constraints on thermoregulation and flight drive morphological evolution in bats,yes,no,NA,NA,NA,NA,Proceedings of the National Academy of Sciences,pnas.org (Atypon),10.1073/pnas.2103745119,auto
journalArticle,"Presley, Steven J.; Cisneros, Laura M.; Higgins, Christopher L.; Klingbeil, Brian T.; Scheiner, Samuel M.; Willig, Michael R.",2018,Phylogenetic and functional underdispersion in Neotropical phyllostomid bat communities,phylogenetic and functional underdispersion in neotropical phyllostomid bat communities,yes,no,NA,NA,NA,NA,Biotropica,Wiley Online Library,10.1111/btp.12501,auto
journalArticle,"Bernal-Rivera, Andrea; Cuellar-Valencia, Oscar M.; Calvache-Sánchez, Cristian; Murillo-García, Oscar E.",2022,"Morphological, anatomical, and physiological signs of senescence in the great fruit-eating bat (Artibeus lituratus)","morphological, anatomical, and physiological signs of senescence in the great fruit eating bat (artibeus lituratus)",yes,no,NA,NA,NA,NA,Acta Chiropterologica,IngentaConnect,10.3161/15081109ACC2022.24.2.010,auto
journalArticle,"Sun, Keping; Luo, Li; Kimball, Rebecca T.; Wei, Xuewen; Jin, Longru; Jiang, Tinglei; Li, Guohong; Feng, Jiang",2013,Geographic Variation in the Acoustic Traits of Greater Horseshoe Bats: Testing the Importance of Drift and Ecological Selection in Evolutionary Processes,geographic variation in the acoustic traits of greater horseshoe bats testing the importance of drift and ecological selection in evolutionary processes,yes,yes,NA,NA,NA,NA,PLOS ONE,PLoS Journals,10.1371/journal.pone.0070368,auto
journalArticle,"Arita, Hector T.",1997,"Species Composition and Morphological Structure of the Bat Fauna of Yucatan, Mexico","species composition and morphological structure of the bat fauna of yucatan, mexico",yes,no,NA,NA,NA,NA,The Journal of Animal Ecology,DOI.org (Crossref),10.2307/5967,auto
journalArticle,"Giménez, Analía Laura; Giannini, Norberto Pedro",2016,Morphofunctional segregation in molossid bat species (Chiroptera: Molossidae) from the South American southern cone,morphofunctional segregation in molossid bat species (chiroptera molossidae) from the south american southern cone,yes,no,NA,NA,NA,NA,NA,ri.conicet.gov.ar,10.4404/hystrix-27.2-11467,auto
journalArticle,"Mikula, Peter; Morelli, Federico; Lučan, Radek K.; Jones, Darryl N.; Tryjanowski, Piotr",2016,Bats as prey of diurnal birds: a global perspective,bats as prey of diurnal birds a global perspective,yes,no,NA,NA,NA,NA,Mammal Review,Wiley Online Library,10.1111/mam.12060,auto
